NMODE entropy results
Complex Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.1615189,16.1209705,1359.75749935,1392.0402869
1,16.1615189,16.11351675,1355.789421,1388.06445665
2,16.1615189,16.129915,1349.4018554,1381.69358745
3,16.1615189,16.14154285,1354.7438089499997,1387.0468706999998
4,16.1615189,16.1269335,1349.0935682999998,1381.3820206999997
5,16.1615189,16.15167995,1357.83741335,1390.1506121999998
6,16.1615189,16.13557985,1351.8666614499998,1384.1637601999998
7,16.1615189,16.08429805,1350.2992869,1382.5451038499998

Receptor Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.12902055,16.009164249999998,1306.2774393999998,1338.4156242
1,16.12902055,16.06044605,1309.9712197499998,1342.1603881999997
2,16.12902055,16.046433,1309.0016359499998,1341.1770894999997
3,16.12902055,16.0571664,1307.3680721,1339.5542590499997
4,16.12902055,16.060147899999997,1314.2398332999999,1346.4287036
5,16.12902055,16.1006963,1315.0123399499998,1347.24175865
6,16.12902055,16.127529799999998,1323.8754450000001,1356.1316972
7,16.12902055,16.009462399999997,1302.8150234499997,1334.9535064

Ligand Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,13.209535749999999,11.2265401,38.601182349999995,63.03696005
1,13.209535749999999,11.226838249999998,38.5996916,63.03576745
2,13.209535749999999,11.226838249999998,38.6014805,63.037854499999995
3,13.209535749999999,11.226838249999998,38.59998975,63.03606559999999
4,13.209535749999999,11.226838249999998,38.607145349999996,63.0432212
5,13.209535749999999,11.226838249999998,38.60058605,63.03666189999999
6,13.209535749999999,11.226838249999998,38.60267309999999,63.03874894999999
7,13.209535749999999,11.2265401,38.60237495,63.03845079999999

DELTA Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,-13.177037399999998,-11.114733849999999,14.878877600000173,-9.412297349999953
1,-13.177037399999998,-11.173767549999999,7.218509650000129,-17.131698999999706
2,-13.177037399999998,-11.143356249999998,1.7987389500001214,-22.521356549999737
3,-13.177037399999998,-11.142461799999998,8.775747099999613,-15.543453949999922
4,-13.177037399999998,-11.160052649999995,-3.753410350000081,-28.089904100000403
5,-13.177037399999998,-11.1758546,4.224487350000068,-20.127808350000215
6,-13.177037399999998,-11.218788199999997,-10.611456650000306,-35.00668595000011
7,-13.177037399999998,-11.151704449999995,8.8818885000003,-15.446853350000112


