NMODE entropy results
Complex Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.1800042,16.16539485,1395.1142133999997,1427.45961245
1,16.1800042,16.14213915,1386.94997195,1419.2721152999998
2,16.1800042,16.145418799999998,1393.1339011,1425.4593240999998
3,16.1800042,16.0887703,1382.22846855,1414.49724305
4,16.1800042,16.164798549999997,1398.4910602999998,1430.8358630499997
5,16.1800042,16.1823894,1387.554322,1419.91701375
6,16.1800042,16.134983549999998,1384.9860578999999,1417.3010456499997
7,16.1800042,16.154065149999997,1387.1622547499999,1419.4963240999998

Receptor Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.14452435,16.03361255,1334.3679398000002,1366.54577855
1,16.14452435,16.0690924,1333.9111739999998,1366.1244925999997
2,16.14452435,16.026456949999996,1326.9380418,1359.1090230999998
3,16.14452435,16.0446441,1332.3849441500001,1364.5741125999998
4,16.14452435,16.061042349999997,1333.0876836999998,1365.2929522499999
5,16.14452435,16.03957555,1333.9326408,1366.1167407
6,16.14452435,16.070285,1335.9594644999997,1368.1742738499997
7,16.14452435,16.048221899999998,1335.2349599999998,1367.4274080999999

Ligand Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,13.302558549999999,11.4757935,44.32238269999999,69.10073474999999
1,13.302558549999999,11.4268969,43.95029149999999,68.6800451
2,13.302558549999999,11.457308199999998,43.95863969999999,68.7182083
3,13.302558549999999,11.4268969,44.008132599999996,68.73788619999999
4,13.302558549999999,11.466252699999998,43.435982749999994,68.20479399999999
5,13.302558549999999,11.426598749999998,43.98040465,68.70956195
6,13.302558549999999,11.4632712,43.769314449999996,68.53514419999999
7,13.302558549999999,11.4632712,43.77259409999999,68.53842384999999

DELTA Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,-13.2670787,-11.344011200000002,16.42389089999955,-8.186900850000114
1,-13.2670787,-11.35385015,9.088506450000125,-15.532422399999945
2,-13.2670787,-11.338346349999997,22.237219599999946,-2.3679073000000557
3,-13.2670787,-11.382770699999998,5.835391799999755,-18.814755749999847
4,-13.2670787,-11.362496499999999,21.967393850000008,-2.6618832000001476
5,-13.2670787,-11.283784899999995,9.641276550000015,-14.909288900000007
6,-13.2670787,-11.39857265,5.257278950000142,-19.408372400000076
7,-13.2670787,-11.35742795,8.154700650000109,-16.469507850000042


