POISSON BOLTZMANN:,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,1269.2181,3258.7568,2172.3386,0,0,0,-3300.7422,-1541.3635,1573.9591,788.049665,0,3269.2395,-1839.471,4220.216565,1429.7685,5649.985065
1,1220.1239,3236.5476,2200.4001,0,0,0,-3312.098,-1541.2745,1618.0489,790.70587,0,3275.2497,-1845.3958,4212.45387,1429.8539,5642.30777
2,1261.4816,3240.2621,2176.7868,0,0,0,-3293.0546,-1547.1306,1577.8484,789.31856,0,3287.7568,-1850.8894,4205.51226,1436.8674,5642.37966
3,1247.6437,3259.7868,2182.8827,0,0,0,-3295.8578,-1546.9749,1586.6961,790.434885,0,3275.1883,-1842.8946,4224.611485,1432.2937,5656.905185
4,1271.0484,3257.291,2220.0277,0,0,0,-3282.3557,-1544.2947,1584.2615,788.324845,0,3271.172,-1847.0719,4294.303045,1424.1001,5718.403145
5,1251.1026,3225.6565,2271.1129,0,0,0,-3281.0197,-1550.2295,1616.5194,792.131305,0,3276.2656,-1856.4525,4325.273505,1419.8131,5745.086605
6,1254.5417,3233.2261,2207.2752,0,0,0,-3269.7085,-1542.3756,1581.2313,788.404205,0,3271.1247,-1835.691,4252.594405,1435.4337,5688.028105
7,1302.2312,3245.5191,2253.5156,0,0,0,-3360.0897,-1539.2333,1560.6258,787.146165,0,3270.7562,-1829.6024,4249.714865,1441.1538,5690.868665
8,1221.2742,3202.0649,2194.3053,0,0,0,-3295.7114,-1546.3157,1580.0447,792.27416,0,3257.6112,-1820.0849,4147.93616,1437.5263,5585.46246
9,1281.4273,3234.4528,2199.1084,0,0,0,-3345.1451,-1538.032,1589.8532,790.1799,0,3252.3429,-1807.4723,4211.8445,1444.8706,5656.7151
10,1282.4895,3252.863,2206.583,0,0,0,-3318.2157,-1544.7687,1581.5822,790.577375,0,3251.2656,-1802.7178,4251.110675,1448.5478,5699.658475
11,1249.4343,3286.3481,2186.1234,0,0,0,-3329.7305,-1539.9957,1606.0936,787.136455,0,3258.7311,-1820.2004,4245.409655,1438.5307,5683.940355
12,1251.1009,3258.853,2220.5012,0,0,0,-3316.2827,-1538.7658,1573.6902,790.304545,0,3270.0285,-1830.8883,4239.401345,1439.1402,5678.541545
13,1276.0255,3229.9917,2191.4218,0,0,0,-3310.6985,-1540.1928,1608.6264,789.11055,0,3277.0924,-1838.5279,4244.28465,1438.5645,5682.84915
14,1260.3954,3248.5278,2193.4599,0,0,0,-3343.4523,-1538.5579,1590.0309,787.517455,0,3270.3073,-1824.9119,4197.921255,1445.3954,5643.316655
15,1267.9969,3188.935,2213.6102,0,0,0,-3326.6199,-1541.1161,1605.241,790.261895,0,3263.7443,-1817.9467,4198.308995,1445.7976,5644.106595
16,1265.604,3173.3762,2224.4065,0,0,0,-3349.3568,-1535.3032,1605.6093,787.943965,0,3262.4544,-1823.7783,4172.279965,1438.6761,5610.956065
17,1232.1448,3244.5756,2185.0702,0,0,0,-3296.1943,-1527.1783,1592.2003,780.94795,0,3276.5018,-1829.5657,4211.56625,1446.9361,5658.50235
18,1255.9465,3286.6909,2162.2718,0,0,0,-3281.2531,-1538.1174,1577.5989,788.140375,0,3256.9167,-1815.8985,4251.277975,1441.0182,5692.296175
19,1266.697,3149.6336,2172.6449,0,0,0,-3315.5077,-1532.6129,1585.301,785.42362,0,3266.7116,-1836.2532,4111.57952,1430.4584,5542.03792
20,1261.9242,3250.4981,2210.9512,0,0,0,-3289.3592,-1536.2429,1596.5922,786.114565,0,3271.3657,-1828.9663,4280.478165,1442.3994,5722.877565
21,1289.3895,3249.8853,2180.4338,0,0,0,-3317.4261,-1534.944,1589.5716,785.331865,0,3259.695,-1828.8724,4242.241965,1430.8226,5673.064565
22,1297.0239,3188.3751,2147.1761,0,0,0,-3354.5091,-1530.5206,1583.1118,783.682785,0,3245.3168,-1801.2905,4114.339985,1444.0263,5558.366285
23,1266.7685,3236.0147,2184.6214,0,0,0,-3315.7924,-1529.1998,1604.3921,784.80681,0,3260.6919,-1804.8311,4231.61131,1455.8608,5687.47211
24,1188.7598,3162.3048,2190.7776,0,0,0,-3366.9535,-1533.5642,1602.1813,788.21908,0,3260.3565,-1809.3276,4031.72488,1451.0289,5482.75378
25,1226.1397,3230.4496,2182.5217,0,0,0,-3355.1255,-1535.4008,1599.4863,787.042995,0,3242.718,-1798.1002,4135.113995,1444.6178,5579.731795
26,1268.6202,3212.7376,2176.4074,0,0,0,-3320.8437,-1530.5857,1590.8062,782.35982,0,3257.186,-1811.5418,4179.50182,1445.6442,5625.14602
27,1252.789,3228.4078,2217.0804,0,0,0,-3369.2992,-1533.5811,1593.0542,787.627915,0,3249.9993,-1805.7822,4176.079015,1444.2171,5620.296115
28,1261.6083,3235.6914,2201.2825,0,0,0,-3373.1367,-1538.9504,1591.6226,789.18841,0,3249.2716,-1802.3695,4167.30611,1446.9021,5614.20821
