NMODE entropy results
Complex Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.3773795,16.39019995,1702.7155683999997,1735.4831478499998
1,16.3773795,16.39437405,1707.0166803,1739.7884338499998
2,16.3773795,16.3899018,1711.327333,1744.0946142999999
3,16.3773795,16.38483325,1697.6914427499999,1730.45335735
4,16.3773795,16.395566649999996,1707.9770214499997,1740.7496694499996
5,16.3773795,16.38900735,1703.0491982499998,1735.8152869500002
6,16.3773795,16.39795185,1705.9361846999998,1738.71151605
7,16.3773795,16.3958648,1706.8115530999999,1739.5847973999998

Receptor Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.347564499999997,16.3755906,1673.6590619999997,1706.3819189499998
1,16.347564499999997,16.3767832,1673.4032493,1706.127597
2,16.347564499999997,16.3815536,1670.4959886499998,1703.2251067500001
3,16.347564499999997,16.36932945,1669.2273604,1701.9439562
4,16.347564499999997,16.381255449999998,1667.8806168499998,1700.6091386499997
5,16.347564499999997,16.37529245,1669.34095555,1702.0635143499999
6,16.347564499999997,16.37529245,1666.38330755,1699.1061645
7,16.347564499999997,16.372310949999996,1661.2223310499999,1693.9422064999999

Ligand Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,13.34847365,11.37412435,43.32984135,68.0521412
1,13.34847365,11.381876249999998,43.32447465,68.05482454999999
2,13.34847365,11.380981799999997,43.4488032,68.17825864999999
3,13.34847365,11.37412435,43.3313321,68.05363195
4,13.34847365,11.381876249999998,43.3283506,68.05870049999999
5,13.34847365,11.381876249999998,43.32208945,68.05243935
6,13.34847365,11.37412435,43.33103395,68.05363195
7,13.34847365,11.381876249999998,43.32208945,68.05243935

DELTA Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,-13.318658649999998,-11.359515,-14.273334950000013,-38.95091229999997
1,-13.318658649999998,-11.364285399999996,-9.711043650000008,-34.393987700000096
2,-13.318658649999998,-11.372633599999997,-2.617458849999892,-27.308751100000237
3,-13.318658649999998,-11.35862055,-14.867249750000099,-39.544230799999966
4,-13.318658649999998,-11.36756505,-3.231946000000086,-27.918169700000135
5,-13.318658649999998,-11.368161349999998,-9.6138467500002,-34.30066674999968
6,-13.318658649999998,-11.351464950000002,-3.77815680000014,-28.448280399999973
7,-13.318658649999998,-11.358322399999995,2.2671325999999894,-22.40984845000004


