NMODE entropy results
Complex Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.1615189,16.13259835,1350.29779615,1382.59221155
1,16.1615189,16.08429805,1347.5724069999999,1379.8179257999998
2,16.1615189,16.040768149999998,1341.9558572999997,1374.1581443499997
3,16.1615189,16.1132186,1349.8991695999998,1382.1739071
4,16.1615189,16.110535249999998,1352.8693399,1385.14139405
5,16.1615189,16.105466699999997,1351.7038715499998,1383.9708571499998
6,16.1615189,16.0911555,1354.1460182,1386.3986926
7,16.1615189,16.1156038,1365.1745867,1397.4517093999998

Receptor Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.12902055,16.03063105,1302.7861028999998,1334.9457545
1,16.12902055,15.990977099999999,1288.5255883999998,1320.6452879
2,16.12902055,15.994554899999999,1289.7885517999998,1321.91212725
3,16.12902055,16.095031449999997,1316.04513155,1348.26918355
4,16.12902055,16.028543999999997,1300.9071615999999,1333.06472615
5,16.12902055,16.04553855,1306.0821511499998,1338.2567102499997
6,16.12902055,15.9873993,1302.17877135,1334.2951911999999
7,16.12902055,15.99366045,1302.06130025,1334.18398125

Ligand Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,13.209535749999999,11.2265401,38.60237495,63.03845079999999
1,13.209535749999999,11.226838249999998,38.60595275000001,63.042326749999994
2,13.209535749999999,11.226838249999998,38.60625089999999,63.042326749999994
3,13.209535749999999,11.27215705,39.57821989999999,64.05961454999999
4,13.209535749999999,11.226838249999998,38.60774165,63.04381749999999
5,13.209535749999999,11.2265401,38.599393449999994,63.035469299999995
6,13.209535749999999,11.26798295,39.590145899999996,64.06766459999999
7,13.209535749999999,11.272455199999998,39.58746255,64.06915535

DELTA Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,-13.177037399999998,-11.124572800000001,8.909318300000237,-15.391993750000012
1,-13.177037399999998,-11.133517299999996,20.440865850000044,-3.869688850000294
2,-13.177037399999998,-11.180625,13.561054599999892,-10.796309650000204
3,-13.177037399999998,-11.253969899999998,-5.724181850000122,-30.15489100000002
4,-13.177037399999998,-11.144846999999997,13.354436650000231,-10.967149600000141
5,-13.177037399999998,-11.166611950000002,7.0223269499999645,-17.321322399999936
6,-13.177037399999998,-11.164226750000001,12.377100950000042,-11.964163199999845
7,-13.177037399999998,-11.15051185,23.525823900000034,-0.801427200000191


