NMODE entropy results
Complex Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.1871598,16.0917518,1399.48658315,1431.7654947499998
1,16.1871598,16.131703899999998,1397.47466695,1429.79353065
2,16.1871598,16.118287149999997,1403.1156649499999,1435.4211119
3,16.1871598,16.106361149999998,1394.5399765000002,1426.8334974499996
4,16.1871598,16.05746455,1380.7523279,1412.9969522499998
5,16.1871598,16.064322,1382.8214889,1415.0729707
6,16.1871598,16.1173927,1398.5870645999998,1430.8916170999998
7,16.1871598,16.1215668,1400.6988610499998,1433.0075876499998

Receptor Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.1489966,16.1334928,1379.41512515,1411.6976145499998
1,16.1489966,16.03301625,1343.3762439,1375.55825675
2,16.1489966,16.0392774,1346.4799853999998,1378.6682594
3,16.1489966,16.04017185,1343.9045657,1376.0940322999998
4,16.1489966,16.0446441,1348.8437185999999,1381.0376574499999
5,16.1489966,16.04553855,1351.3663657499999,1383.5609008999998
6,16.1489966,16.05627195,1348.8204629,1381.0260296
7,16.1489966,16.075651699999998,1354.6498917,1386.8748381499997

Ligand Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,13.369642299999997,11.55301435,38.093731049999995,63.0163877
1,13.369642299999997,11.507397399999999,38.22968745,63.10672715
2,13.369642299999997,11.507397399999999,38.23028375,63.107323449999996
3,13.369642299999997,11.507397399999999,38.2293893,63.10672715
4,13.369642299999997,11.507397399999999,38.2293893,63.106429
5,13.369642299999997,11.507397399999999,38.2305819,63.107621599999995
6,13.369642299999997,11.507397399999999,38.22998559999999,63.1070253
7,13.369642299999997,11.507397399999999,38.22998559999999,63.1070253

DELTA Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,-13.331479099999997,-11.594755349999998,-18.022273050000102,-42.94850750000001
1,-13.331479099999997,-11.40870975,15.868735600000065,-8.87145324999996
2,-13.331479099999997,-11.428387650000001,18.40539580000008,-6.354470949999978
3,-13.331479099999997,-11.4412081,12.406021500000271,-12.36726200000011
4,-13.331479099999997,-11.494576949999999,-6.320779999999921,-31.147134200000046
5,-13.331479099999997,-11.488613949999998,-6.775458749999807,-31.595551799999704
6,-13.331479099999997,-11.446276649999998,11.536616099999918,-13.24143780000005
7,-13.331479099999997,-11.461482299999997,7.818983749999887,-16.97427579999995


