POISSON BOLTZMANN:,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,1322.3347,3262.3211,2219.1911,0,0,0,-3300.1761,-1533.88,1577.2895,753.848795,0,3257.8381,-1817.4227,4300.929095,1440.4154,5741.344495
1,1248.1931,3191.3115,2236.2968,0,0,0,-3334.076,-1527.3477,1588.5889,750.0033,0,3274.4039,-1833.4256,4152.9699,1440.9783,5593.9482
2,1260.394,3302.3253,2255.7378,0,0,0,-3313.0428,-1527.6659,1568.5498,750.9314,0,3264.0609,-1834.6947,4297.2296,1429.3662,5726.5958
3,1262.9551,3280.9552,2224.9851,0,0,0,-3302.9794,-1525.8463,1594.6247,751.201245,0,3261.9346,-1820.887,4285.895645,1441.0476,5726.943245
4,1264.8772,3153.4471,2227.7231,0,0,0,-3288.5959,-1527.1117,1609.517,751.0884,0,3264.8311,-1825.5468,4190.9452,1439.2843,5630.2295
5,1218.3091,3259.3764,2224.6511,0,0,0,-3325.929,-1519.6402,1586.082,750.027705,0,3273.3833,-1833.9597,4192.877105,1439.4236,5632.300705
6,1299.8966,3217.4996,2239.8706,0,0,0,-3281.0947,-1521.3278,1581.8846,750.521865,0,3295.09,-1850.3856,4287.250765,1444.7044,5731.955165
7,1266.5929,3247.621,2250.3675,0,0,0,-3313.7416,-1530.1001,1572.5346,752.33499,0,3268.9654,-1828.8335,4245.60929,1440.1319,5685.74119
8,1239.989,3293.8897,2217.8922,0,0,0,-3308.2239,-1522.7897,1579.6299,749.686755,0,3276.0955,-1839.6942,4250.073955,1436.4013,5686.475255
9,1247.4052,3218.0079,2183.4571,0,0,0,-3313.4588,-1520.1181,1605.9803,747.106695,0,3284.3926,-1835.8606,4168.380295,1448.532,5616.912295
10,1264.7827,3321.708,2237.6487,0,0,0,-3337.2324,-1519.6061,1587.2084,745.53595,0,3279.2659,-1842.2529,4300.04525,1437.013,5737.05825
11,1305.8875,3243.79,2206.2326,0,0,0,-3332.8141,-1525.9874,1581.8613,750.083555,0,3271.1626,-1830.4637,4229.053455,1440.6989,5669.752355
12,1223.7914,3289.971,2265.4693,0,0,0,-3280.0323,-1525.8582,1585.5342,751.38715,0,3275.2308,-1844.4394,4310.26255,1430.7914,5741.05395
13,1219.5883,3302.896,2212.7362,0,0,0,-3336.8187,-1527.1538,1622.6629,751.695095,0,3280.9386,-1839.9622,4245.605995,1440.9764,5686.582395
14,1254.9161,3236.7116,2221.6367,0,0,0,-3319.8898,-1526.141,1592.9484,750.735735,0,3280.3716,-1843.6283,4210.917735,1436.7433,5647.661035
15,1276.4594,3206.5115,2196.6006,0,0,0,-3278.6591,-1528.2134,1564.858,750.49087,0,3277.3287,-1839.738,4188.04787,1437.5907,5625.63857
16,1256.3339,3258.3318,2185.5096,0,0,0,-3245.1874,-1530.0523,1616.8842,749.50093,0,3277.6216,-1841.3408,4291.32073,1436.2808,5727.60153
17,1237.2665,3257.9956,2209.424,0,0,0,-3292.3867,-1521.8678,1597.7826,746.14307,0,3279.9605,-1852.8017,4234.35727,1427.1588,5661.51607
18,1189.8391,3291.3394,2240.3946,0,0,0,-3310.2824,-1526.1969,1610.4449,753.274745,0,3286.5566,-1846.8675,4248.813445,1439.6891,5688.502545
19,1233.3217,3213.8217,2231.2878,0,0,0,-3289.5182,-1525.7977,1591.3052,751.095225,0,3277.5508,-1835.1331,4205.515725,1442.4177,5647.933425
20,1206.7846,3297.0348,2224.6867,0,0,0,-3293.7701,-1522.2208,1592.4715,748.991,0,3274.711,-1839.1076,4253.9777,1435.6034,5689.5811
21,1264.5082,3305.146,2234.3046,0,0,0,-3258.4295,-1522.2977,1582.7428,742.61804,0,3276.5774,-1846.3341,4348.59244,1430.2433,5778.83574
22,1244.6112,3297.9835,2206.7588,0,0,0,-3284.9608,-1526.5244,1596.7273,750.54798,0,3274.7394,-1843.3998,4285.14358,1431.3396,5716.48318
23,1201.4952,3292.1421,2219.6802,0,0,0,-3309.9607,-1524.6287,1572.196,748.561125,0,3282.0867,-1854.0951,4199.485225,1427.9916,5627.476825
