NMODE entropy results
Complex Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.1871598,16.075055399999997,1390.5990298,1422.8612449999998
1,16.1871598,16.0863851,1402.3282507999998,1434.6017957
2,16.1871598,16.0899629,1403.96479615,1436.2416206999999
3,16.1871598,16.05627195,1382.7779589999998,1415.02139075
4,16.1871598,16.120374199999997,1401.4111414,1433.7186754000002
5,16.1871598,16.0714776,1390.0721987499996,1422.3308361499999
6,16.1871598,16.106063,1387.8336885499998,1420.1272095
7,16.1871598,16.0899629,1393.3402208999998,1425.6173435999997

Receptor Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.1489966,16.03003475,1345.7041990999999,1377.88323045
1,16.1489966,16.064322,1361.7142578,1393.9275764
2,16.1489966,16.0541849,1361.95367225,1394.1571519
3,16.1489966,16.055973799999997,1350.3610039499997,1382.56597435
4,16.1489966,16.07714245,1360.1394295,1392.3655685499998
5,16.1489966,16.047327449999997,1347.1409839499997,1379.3376061499998
6,16.1489966,16.0869814,1356.3696209,1388.60589705
7,16.1489966,16.0297366,1347.4501655,1379.62919685

Ligand Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,13.369642299999997,11.522006750000001,37.7565234,62.64817244999999
1,13.369642299999997,11.559573649999999,37.73654735,62.665763299999995
2,13.369642299999997,11.558082899999999,37.77530684999999,62.70303205
3,13.369642299999997,11.558082899999999,37.77530684999999,62.70303205
4,13.369642299999997,11.5133604,37.77590315,62.65890585
5,13.369642299999997,11.522006750000001,37.7565234,62.6478743
6,13.369642299999997,11.558082899999999,37.7750087,62.7027339
7,13.369642299999997,11.522006750000001,37.75622524999999,62.6478743

DELTA Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,-13.331479099999997,-11.476986100000003,7.138307300000058,-17.670157900000092
1,-13.331479099999997,-11.537510549999999,2.877445649999707,-21.99154399999999
2,-13.331479099999997,-11.522304899999998,4.235817050000037,-20.61856325000003
3,-13.331479099999997,-11.557784749999996,-5.358351799999923,-30.24761565000012
4,-13.331479099999997,-11.470128650000003,3.4958087499999024,-21.305798999999638
5,-13.331479099999997,-11.497856599999997,5.174691399999908,-19.65464429999996
6,-13.331479099999997,-11.539001299999999,-6.310941050000167,-31.18142145000013
7,-13.331479099999997,-11.461780450000001,8.133830149999945,-16.659727550000284


